"opendata_person_number","program_type_name","program_begin_date","program_end_date","program_status_name","successful_completion_value","sex","age_range","race_name","zipcode","unique_id"
"1846696","SUPV","2019-11-14T00:00:00.000","2020-05-18T00:00:00.000","Successful","1","F","25 to 34","Black","94901","1846696SUPV145182020S1"
"8720417","SUPV","2018-06-14T00:00:00.000","2019-07-01T00:00:00.000","Transfer: Jurisdict","1","F","25 to 34","Black","95641","8720417SUPV14712019T1"
"3815049","SUPV","2019-11-26T00:00:00.000","2019-11-26T00:00:00.000","Terminated by Court","0","M","25 to 34","Hispanic","94954","3815049SUPV2611262019T0"
"8124022","AB109","2017-07-31T00:00:00.000","2019-08-13T00:00:00.000","Successful","1","M","35 to 44","White","94901","8124022AB109318132019S1"
"6798108","SUPV","2018-10-30T00:00:00.000","2019-02-04T00:00:00.000","Transfer: Jurisdict","1","F","35 to 44","Hispanic","94801","6798108SUPV30242019T1"
"9139284","REST","2014-06-30T00:00:00.000","2018-12-06T00:00:00.000","Neutral","1","M","35 to 44","Hispanic","94949","9139284REST301262018N1"
"2791580","SUPV","2018-02-07T00:00:00.000","2019-08-15T00:00:00.000","Successful","1","M","25 to 34","White","94901","2791580SUPV78152019S1"
"4620738","AOWP","2018-04-03T00:00:00.000","2019-07-19T00:00:00.000","Successful","1","M","35 to 44","Hispanic","94901","4620738AOWP37192019S1"
"9281073","SUPV","2019-01-31T00:00:00.000","2019-02-12T00:00:00.000","Unsuccessful","0","F","25 to 34","Black","94117","9281073SUPV312122019U0"
"9281073","SUPV","2019-01-31T00:00:00.000","2019-03-01T00:00:00.000","Unsuccessful","0","F","25 to 34","Black","94117","9281073SUPV31312019U0"
"3521748","AOWP","2019-06-26T00:00:00.000","2019-09-10T00:00:00.000","Successful","1","M","45 to 54","White","94960","3521748AOWP269102019S1"
"9269022","SUPV","2019-02-01T00:00:00.000","2019-11-19T00:00:00.000","Bench Warrant","0","M","35 to 44","Hispanic","94947","9269022SUPV111192019B0"
"2132205","AB109","2019-02-08T00:00:00.000","2020-01-22T00:00:00.000","Successful","1","M","45 to 54","White","94949","2132205AB10981222020S1"
"7334866","REST","2019-06-14T00:00:00.000","2019-08-26T00:00:00.000","Neutral","1","M","55 to 64","White","94901","7334866REST148262019N1"
"2526200","SUPV","2019-04-24T00:00:00.000","2020-02-07T00:00:00.000","Neutral","1","M","25 to 34","White","94903","2526200SUPV24272020N1"
"2526200","SUPV","2019-06-07T00:00:00.000","2020-02-07T00:00:00.000","Neutral","1","M","25 to 34","White","94903","2526200SUPV7272020N1"
"2526200","SUPV","2019-06-17T00:00:00.000","2020-02-07T00:00:00.000","Neutral","1","M","25 to 34","White","94903","2526200SUPV17272020N1"
"3260791","REST","2014-05-23T00:00:00.000","2019-05-11T00:00:00.000","Neutral","1","M","45 to 54","White","94901","3260791REST235112019N1"
"6504110","AOWP","2019-10-08T00:00:00.000","2020-01-03T00:00:00.000","Successful","1","M","25 to 34","Black",,"6504110AOWP8132020S1"
"4648120","SUPV","2015-12-01T00:00:00.000","2018-12-19T00:00:00.000","Successful","1","M","18 to 24","White","94903","4648120SUPV112192018S1"
"6641311","AOWP","2019-11-05T00:00:00.000","2020-01-09T00:00:00.000","Successful, no $$","1","M","25 to 34","Hispanic","94965","6641311AOWP5192020S1"
"6641311","REST","2019-10-04T00:00:00.000","2020-01-23T00:00:00.000","Neutral","1","M","25 to 34","Hispanic","94965","6641311REST41232020N1"
"1897976","SUPV","2016-01-11T00:00:00.000","2019-01-08T00:00:00.000","Successful","1","M","25 to 34","White","23227","1897976SUPV11182019S1"
"1897976","SUPV","2016-06-28T00:00:00.000","2019-06-24T00:00:00.000","Successful, no $$","1","M","25 to 34","White","23227","1897976SUPV286242019S1"
"1979841","SUPV","2018-11-14T00:00:00.000","2019-02-27T00:00:00.000","Terminated by Court","0","M","35 to 44","White",,"1979841SUPV142272019T0"
"2728740","SUPV","2014-02-11T00:00:00.000","2019-02-11T00:00:00.000","Successful, no $$","1","M","18 to 24","Hispanic","94949","2728740SUPV112112019S1"
"40914","AOWP","2019-03-27T00:00:00.000","2019-10-15T00:00:00.000","Successful","1","M","45 to 54","Hispanic","94939","40914AOWP2710152019S1"
"2900499","AB109","2014-12-15T00:00:00.000","2019-02-13T00:00:00.000","Terminated by Court","0","M","45 to 54","White",,"2900499AB109152132019T0"
"2900499","AB109","2014-04-10T00:00:00.000","2019-02-13T00:00:00.000","Terminated by Court","0","M","45 to 54","White",,"2900499AB109102132019T0"
"3850416","AOWP","2019-02-28T00:00:00.000","2019-04-22T00:00:00.000","Successful","1","M","35 to 44","White","94924","3850416AOWP284222019S1"
"2930376","AOWP","2018-12-03T00:00:00.000","2019-09-17T00:00:00.000","Neutral","1","M","25 to 34","White","94904","2930376AOWP39172019N1"
"30993","SUPV","2014-01-24T00:00:00.000","2019-02-28T00:00:00.000","Bench Warrant","0","M","25 to 34","White","94901","30993SUPV242282019B0"
"5263875","SUPV","2016-07-07T00:00:00.000","2019-04-29T00:00:00.000","Transfer: Jurisdict","1","M","55 to 64","White","94954","5263875SUPV74292019T1"
"1638339","AB109","2017-09-06T00:00:00.000","2019-05-06T00:00:00.000","Successful","1","M","45 to 54","White","97502","1638339AB1096562019S1"
"8022487","AOWP","2019-03-08T00:00:00.000","2019-07-05T00:00:00.000","Successful","1","M","65 or older","White","94930","8022487AOWP8752019S1"
"9105506","SUPV","2017-06-30T00:00:00.000","2019-05-20T00:00:00.000","Neutral","1","M","25 to 34","White","94903","9105506SUPV305202019N1"
"9105506","AOWP","2019-06-24T00:00:00.000","2019-10-31T00:00:00.000","Neutral","1","M","25 to 34","White","94903","9105506AOWP2410312019N1"
"9105506","AOWP","2019-10-31T00:00:00.000","2019-12-12T00:00:00.000","Neutral","1","M","25 to 34","White","94903","9105506AOWP3112122019N1"
"8163197","AOWP","2018-04-25T00:00:00.000","2019-10-29T00:00:00.000","Successful","1","M","25 to 34","Other","94949","8163197AOWP2510292019S1"
"3959020","REST","2018-11-07T00:00:00.000","2019-02-08T00:00:00.000","Neutral","1","M","25 to 34","White","94901","3959020REST7282019N1"
"4350839","AOWP","2018-05-08T00:00:00.000","2019-10-04T00:00:00.000","Unsuccessful","0","F","25 to 34","Hispanic","94901","4350839AOWP81042019U0"
"4817258","AOWP","2019-08-29T00:00:00.000","2019-10-07T00:00:00.000","Unsuccessful","0","M","25 to 34","Hispanic","94901","4817258AOWP291072019U0"
"199174","AOWP","2019-10-30T00:00:00.000","2020-03-09T00:00:00.000","Successful","1","M","25 to 34","Hispanic","94903","199174AOWP30392020S1"
"199174","AOWP","2019-11-04T00:00:00.000","2020-03-09T00:00:00.000","Successful","1","M","25 to 34","Hispanic","94903","199174AOWP4392020S1"
"5019486","SUPV","2014-06-06T00:00:00.000","2019-06-11T00:00:00.000","Successful","1","M","45 to 54","White","94947","5019486SUPV66112019S1"
"4134023","PAROLE","2019-04-16T00:00:00.000","2019-04-16T00:00:00.000","Neutral","1","M","25 to 34","White","95476","4134023PAROLE164162019N1"
"9323468","AOWP","2019-08-30T00:00:00.000","2020-01-21T00:00:00.000","Bench Warrant","0","M","25 to 34","Black","94901","9323468AOWP301212020B0"
"7878377","REST","2018-10-12T00:00:00.000","2019-02-25T00:00:00.000","Neutral","1","M","45 to 54","Hispanic","94901","7878377REST122252019N1"
"7878377","AOWP","2018-10-09T00:00:00.000","2019-10-02T00:00:00.000","Successful","1","M","55 to 64","Hispanic","94901","7878377AOWP91022019S1"
"6151034","SUPV","2019-06-24T00:00:00.000","2020-02-07T00:00:00.000","Neutral","1","M","35 to 44","White","94901","6151034SUPV24272020N1"
"3751758","AOWP","2018-10-08T00:00:00.000","2019-07-18T00:00:00.000","Successful, no $$","1","M","25 to 34","Hispanic","94903","3751758AOWP87182019S1"
"3751758","PAROLE","2019-10-31T00:00:00.000","2019-10-31T00:00:00.000","Neutral","1","M","25 to 34","Hispanic","94903","3751758PAROLE3110312019N1"
"3489406","SUPV","2016-11-18T00:00:00.000","2019-01-17T00:00:00.000","Successful, no $$","1","F","25 to 34","White","94901","3489406SUPV181172019S1"
"9384035","REST","2019-04-22T00:00:00.000","2019-06-14T00:00:00.000","Neutral","1","M","25 to 34","White","94945","9384035REST226142019N1"
"6776246","AOWP","2019-05-10T00:00:00.000","2019-06-25T00:00:00.000","Successful","1","M","45 to 54","White","94901","6776246AOWP106252019S1"
"6776246","REST","2020-03-06T00:00:00.000","2020-03-26T00:00:00.000","Neutral","1","M","45 to 54","White","94901","6776246REST63262020N1"
"4920128","PAROLE","2019-07-08T00:00:00.000","2019-07-08T00:00:00.000","Neutral","1","M","25 to 34","Black","94947","4920128PAROLE8782019N1"
"4920128","PAROLE","2019-07-08T00:00:00.000","2019-09-04T00:00:00.000","Unsuccessful","0","M","25 to 34","Black","94947","4920128PAROLE8942019U0"
"5146450","SUPV","2017-02-21T00:00:00.000","2019-04-25T00:00:00.000","Transfer: Jurisdict","1","M","25 to 34","Black","94903","5146450SUPV214252019T1"
"1543193","AB109","2018-01-09T00:00:00.000","2020-04-24T00:00:00.000","Termination: Prison","0","M","35 to 44","Hispanic",,"1543193AB10994242020T0"
"7310853","AOWP","2019-06-26T00:00:00.000","2019-12-12T00:00:00.000","Unsuccessful","0","M","25 to 34","Black","94948","7310853AOWP2612122019U0"
"7310853","SUPV","2019-12-05T00:00:00.000","2020-02-07T00:00:00.000","Termination: Jail","0","M","25 to 34","Black","94948","7310853SUPV5272020T0"
"7310853","SUPV","2019-12-05T00:00:00.000","2020-03-25T00:00:00.000","Termination: Jail","0","M","25 to 34","Black","94948","7310853SUPV53252020T0"
"6791579","AOWP","2018-10-04T00:00:00.000","2019-08-29T00:00:00.000","Successful","1","M","25 to 34","Hispanic","94925","6791579AOWP48292019S1"
"6791579","PAROLE","2020-01-08T00:00:00.000","2020-01-08T00:00:00.000","Neutral","1","M","25 to 34","Hispanic","94925","6791579PAROLE8182020N1"
"1969469","AOWP","2019-08-15T00:00:00.000","2019-12-05T00:00:00.000","Successful, no $$","1","M","18 to 24","White","94925","1969469AOWP151252019S1"
"9634797","PAROLE","2019-09-13T00:00:00.000","2019-09-13T00:00:00.000","Neutral","1","M","35 to 44","Hispanic","94945","9634797PAROLE139132019N1"
"4747641","REST","2019-08-30T00:00:00.000","2019-12-05T00:00:00.000","Neutral","1","M","18 to 24","Hispanic","94590","4747641REST301252019N1"
"3263095","AOWP","2018-09-26T00:00:00.000","2019-10-11T00:00:00.000","Neutral","1","M","25 to 34","Hispanic","94901","3263095AOWP2610112019N1"
"9435646","AOWP","2019-05-02T00:00:00.000","2019-06-13T00:00:00.000","Neutral","1","M","55 to 64","White","94806","9435646AOWP26132019N1"
"5376000","PAROLE","2019-10-11T00:00:00.000","2019-12-23T00:00:00.000","Successful, no $$","1","M","35 to 44","Hispanic","94901","5376000PAROLE1112232019S1"
"9509548","PAROLE","2019-05-15T00:00:00.000","2019-07-22T00:00:00.000","Successful","1","M","35 to 44","Hispanic","94901","9509548PAROLE157222019S1"
"729077","AOWP","2018-09-25T00:00:00.000","2019-10-11T00:00:00.000","Neutral","1","M","25 to 34","White","94903","729077AOWP2510112019N1"
"7055206","SUPV","2019-10-18T00:00:00.000","2020-01-08T00:00:00.000","Bench Warrant","0","M","55 to 64","Other",,"7055206SUPV18182020B0"
"2427105","AOWP","2014-07-03T00:00:00.000","2019-05-28T00:00:00.000","Successful","1","M","55 to 64","Hispanic","94930","2427105AOWP35282019S1"
"7810678","SUPV","2015-01-26T00:00:00.000","2019-01-15T00:00:00.000","Unsuccessful","0","M","45 to 54","Hispanic","77072","7810678SUPV261152019U0"
"4855189","REST","2018-12-18T00:00:00.000","2019-06-25T00:00:00.000","Bench Warrant","0","M","25 to 34","Black","94903","4855189REST186252019B0"
"939531","AOWP","2019-03-19T00:00:00.000","2019-04-29T00:00:00.000","Successful","1","M","25 to 34","White","94960","939531AOWP194292019S1"
